age,sex,race,childs,marital,happy,wwwhr
Ages 60 - 69,Male,White,2,Divorced,Pretty happy,1
Ages 60 - 69,Female,White,3,Married,Very happy,14
Ages 80 - 88,Female,White,3,Married,Pretty happy,NA
Ages 40 - 49,Male,White,3,Married,Pretty happy,20
Ages 50 - 59,Female,White,3,Divorced,Pretty happy,NA
Ages 40 - 49,Male,White,4,Divorced,Pretty happy,10
Ages 50 - 59,Male,White,4,Divorced,Pretty happy,NA
Ages 50 - 59,Female,White,3,Widowed,Very happy,NA
Ages 50 - 59,Male,White,3,Married,Not too happy,NA
Ages 70 - 79,Female,White,2,Widowed,Not too happy,NA
Ages 80 - 88,Female,White,5,Divorced,Very happy,0
Ages 18 - 20,Female,White,0,Never married,Not too happy,NA
Ages 70 - 79,Female,White,3,Widowed,Very happy,NA
Ages 60 - 69,Female,White,6,Married,Very happy,2
Ages 18 - 20,Male,White,0,Never married,Pretty happy,0
Ages 50 - 59,Female,White,0,Divorced,Pretty happy,50
Ages 80 - 88,Female,White,1,Widowed,Pretty happy,NA
Ages 60 - 69,Male,White,2,Married,Very happy,3
Ages 60 - 69,Female,White,1,Married,Pretty happy,2
Ages 30 - 39,Female,White,2,Never married,Not too happy,8
Ages 21 - 29,Female,White,0,Married,Very happy,NA
Ages 80 - 88,Male,White,8+,Widowed,Very happy,NA
Ages 70 - 79,Female,White,2,Widowed,Very happy,3
Ages 40 - 49,Female,White,1,Divorced,Very happy,NA
Ages 60 - 69,Male,White,2,Married,Very happy,20
Ages 40 - 49,Male,White,1,Married,Pretty happy,NA
Ages 30 - 39,Female,White,1,Married,Pretty happy,30
Ages 50 - 59,Male,White,2,Married,Pretty happy,14
Ages 70 - 79,Female,White,0,Married,Very happy,1
Ages 60 - 69,Female,White,0,Divorced,Pretty happy,NA
Ages 30 - 39,Male,White,2,Married,Pretty happy,NA
Ages 70 - 79,Male,White,4,Divorced,Very happy,NA
Ages 21 - 29,Female,White,0,Never married,Pretty happy,24
Ages 40 - 49,Female,White,0,Married,Very happy,NA
Ages 60 - 69,Male,White,0,Never married,Pretty happy,NA
Ages 50 - 59,Female,White,3,Married,Very happy,2
Ages 60 - 69,Female,White,1,Divorced,Pretty happy,NA
Ages 30 - 39,Female,White,1,Married,Very happy,NA
Ages 50 - 59,Male,White,2,Married,Pretty happy,0
Ages 40 - 49,Male,White,4,Married,Pretty happy,NA
Ages 60 - 69,Female,White,2,Married,Very happy,5
Ages 40 - 49,Male,White,2,Married,Pretty happy,20
Ages 60 - 69,Male,White,4,Married,Pretty happy,NA
Ages 21 - 29,Male,White,0,Never married,Pretty happy,10
Ages 30 - 39,Female,White,2,Separated,Pretty happy,40
Ages 40 - 49,Female,White,3,Married,Pretty happy,21
Ages 50 - 59,Female,White,0,Married,Not too happy,1
Ages 50 - 59,Male,White,2,Never married,Pretty happy,NA
Ages 60 - 69,Female,White,3,Married,Pretty happy,3
Ages 70 - 79,Female,White,5,Widowed,Very happy,NA
Ages 50 - 59,Female,White,2,Married,Pretty happy,28
Ages 70 - 79,Male,White,4,Widowed,Pretty happy,1
Ages 80 - 88,Female,White,4,Married,Pretty happy,NA
Ages 50 - 59,Female,White,2,Married,Very happy,1
Ages 70 - 79,Male,White,2,Married,Pretty happy,NA
